,维度,CR,平均迭代次数,平均进化次数,成功率,最优值,时间
0,70,1,"[15.5, 40.666666666666664, 68.83333333333333, 95.03333333333333, 119.6, 148.16666666666666, 173.5, 202.83333333333334, 227.9, 252.96666666666667, 420.9, 613.9, 1091.3, 1230.5666666666666, 2192.6666666666665, 3666.633333333333, 8286.8, 20041.633333333335]","[510.5, 1290.6666666666667, 2163.8333333333335, 2976.0333333333333, 3737.6, 4623.166666666667, 5408.5, 6317.833333333333, 7094.9, 7871.966666666666, 13077.9, 19060.9, 33860.3, 38177.566666666666, 68002.66666666667, 113695.63333333333, 256920.8, 621320.6333333333]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9666666666666667, 1.0, 1.0, 1.0, 0.8333333333333334, 0.4]","[-3.1051242568681308, -6.210248748809166, -9.315373120205901, -12.42049773891434, -15.525622267710506, -18.63074675342251, -21.73587132960269, -24.840995917451778, -27.946120501951988, -31.051245087908857, -46.57686803298687, -62.10249103166804, -77.42869417188426, -93.1537369303182, -108.67935993166866, -124.20498289682617, -148.75168093737335, -91.65144626605601]","[0.007224933306376139, 0.028658215204874674, 0.06312164465586344, 0.0881102720896403, 0.09818299611409505, 0.14267062346140544, 0.19285166263580322, 0.25394842624664304, 0.3153290589650472, 0.3793189287185669, 0.9213602622350057, 1.780331309636434, 3.888115175565084, 5.277835949261983, 11.199899816513062, 21.777680548032126, 60.17782551447551, 337.16007301807406]"
