,维度,CR,平均迭代次数,平均进化次数,成功率,最优值,时间
0,3,1,"[15.5, 40.666666666666664, 68.83333333333333]","[510.5, 1290.6666666666667, 2163.8333333333335]","[1.0, 1.0, 1.0]","[-3.1051242568681308, -6.210248748809166, -9.315373120205901]","[0.007224933306376139, 0.028658215204874674, 0.06312164465586344]"
