,维度,CR,平均迭代次数,平均进化次数,成功率,最优值,时间
0,2,1,"[15.5, 40.666666666666664]","[510.5, 1290.6666666666667]","[1.0, 1.0]","[-3.1051242568681308, -6.210248748809166]","[0.007224933306376139, 0.028658215204874674]"
