,维度,CR,平均迭代次数,平均进化次数,成功率,最优值,时间
0,6,1,"[15.5, 40.666666666666664, 68.83333333333333, 95.03333333333333, 119.6, 148.16666666666666]","[510.5, 1290.6666666666667, 2163.8333333333335, 2976.0333333333333, 3737.6, 4623.166666666667]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[-3.1051242568681308, -6.210248748809166, -9.315373120205901, -12.42049773891434, -15.525622267710506, -18.63074675342251]","[0.007224933306376139, 0.028658215204874674, 0.06312164465586344, 0.0881102720896403, 0.09818299611409505, 0.14267062346140544]"
